31.45,2.356375572
31.2,2.179455938
31,2.288953934
30.9,2.500099463
30.7,2.627554065
30.6,1.761863714
30.5,2.13855182
30.4,1.932414959
30.3,2.613487169
30.2,2.337406576
30.1,2.081857967
30,2.858386933
29.9,2.397254824
29.8,2.476104038
29.75,1.203324271
29.65,1.703543721
29.6,1.484831908
29.5,1.021086135
29.4,0.342749155
29.3,0.537554349
29.2,1.34894072
29.1,1.097119996
29.01,1.081869018
29,1.103924522
28.9,1.511154054
28.8,0.195792719
28.72,-0.874455717
28.68,0.50940477
28.6,0.396174941
28.5,0.734632982
28.4,0.997657096
28.31,-0.418852482
28.275,0.081410384
28.2,1.117012577
28.1,0.955937935
28,0.526258206
27.9,-0.393176845
27.75,0.246601684
27.7,0.262308534
27.6,0.623345048
27.5,-0.005228907
27.4,0.535280912
27.3,0.39491192
27.2,0.473377097
27.1,0.593616692
27,-0.638825343
26.9,-0.387592714
26.8,0.225780784
26.7,0.406803262
26.6,-0.14191935
26.5,0.442354145
26.4,0.187089716
26.3,0.150785757
26.2,0.425019182
